"S value","Time taken"
"0","1613.3809523809523"
"1","1539.0"
"2","1497.5714285714284"
"3","1505.3333333333333"
"4","1506.4285714285713"
"5","1452.0476190476188"
"6","1438.8571428571431"
"7","1430.4761904761904"
"8","1465.4285714285713"
"9","1449.8095238095236"
"10","1444.3809523809523"
"11","1373.952380952381"
"12","1392.666666666667"
"13","1405.0000000000002"
"14","1348.7142857142858"
"15","1380.4285714285713"
"16","1400.7142857142856"
"17","1409.5714285714284"
"18","1383.7142857142856"
"19","1380.6666666666665"
"20","1379.1428571428567"
"21","1379.7142857142856"
"22","1398.3333333333335"
"23","1385.8095238095239"
"24","1362.2857142857142"
"25","1318.8095238095236"
"26","1350.8095238095239"
"27","1334.3809523809525"
"28","1397.8571428571433"
"29","1321.8571428571431"
"30","1333.0952380952383"
"31","1360.5238095238096"
"32","1369.5238095238094"
"33","1344.095238095238"
"34","1379.8095238095236"
"35","1352.4285714285713"
"36","1379.0000000000002"
"37","1380.6666666666667"
"38","1359.0476190476193"
"39","1354.6666666666667"
"40","1362.5714285714284"
"41","1338.3809523809525"
"42","1360.4761904761904"
"43","1345.0476190476188"
"44","1339.0476190476193"
"45","1371.1428571428569"
"46","1394.7619047619046"
"47","1385.0952380952378"
"48","1402.9047619047622"
"49","1422.3333333333333"
"50","1433.4761904761904"
"51","1429.7142857142858"
"52","1376.7619047619048"
"53","1367.2857142857142"
"54","1376.1428571428573"
"55","1394.7142857142858"
"56","1362.0952380952383"
"57","1351.5238095238096"
"58","1408.2857142857142"
"59","1399.3333333333333"
"60","1387.1904761904764"
"61","1380.619047619048"
"62","1367.904761904762"
"63","1397.095238095238"
"64","1376.142857142857"
"65","1381.9523809523807"
"66","1383.5238095238094"
"67","1374.095238095238"
"68","1377.5714285714284"
"69","1424.5238095238096"
"70","1371.857142857143"
"71","1396.904761904762"
"72","1383.7142857142856"
"73","1425.809523809524"
"74","1394.142857142857"
"75","1366.4761904761906"
"76","1365.0"
"77","1386.6190476190475"
"78","1397.7619047619046"
"79","1397.6666666666665"
"80","1390.2857142857142"
"81","1353.047619047619"
"82","1391.7142857142856"
"83","1397.1428571428573"
"84","1356.095238095238"
"85","1367.0476190476193"
"86","1382.952380952381"
"87","1425.9047619047617"
"88","1380.6190476190475"
"89","1368.7619047619044"
"90","1359.0000000000002"
"91","1398.5238095238096"
"92","1391.047619047619"
"93","1399.190476190476"
"94","1378.428571428571"
"95","1358.2857142857144"
"96","1377.619047619048"
"97","1462.4761904761906"
"98","1425.8571428571431"
"99","1411.142857142857"
"100","1464.4761904761906"
"101","1452.8571428571427"
"102","1435.8095238095239"
"103","1449.8095238095239"
"104","1440.7619047619048"
"105","1436.3333333333335"
"106","1453.5238095238099"
"107","1424.4285714285716"
"108","1434.9047619047617"
"109","1445.4761904761906"
"110","1480.1904761904764"
"111","1455.047619047619"
"112","1473.5714285714284"
"113","1441.6190476190477"
"114","1460.3809523809523"
"115","1455.1428571428576"
"116","1460.1428571428573"
"117","1417.0952380952383"
"118","1430.4761904761906"
"119","1431.857142857143"
"120","1417.142857142857"
"121","1452.6666666666665"
"122","1457.1428571428573"
"123","1501.809523809524"
"124","1445.4285714285716"
"125","1428.2380952380952"
"126","1489.857142857143"
"127","1451.285714285714"
"128","1446.095238095238"
"129","1498.2857142857147"
"130","1457.1428571428573"
"131","1476.6190476190477"
"132","1442.5238095238094"
"133","1441.5714285714284"
"134","1466.9523809523812"
"135","1483.2380952380952"
"136","1470.047619047619"
"137","1420.0476190476193"
"138","1447.6190476190475"
"139","1484.7619047619046"
"140","1467.6666666666665"
"141","1436.4285714285716"
"142","1446.047619047619"
"143","1461.7619047619048"
"144","1480.857142857143"
"145","1456.5714285714287"
"146","1446.1904761904766"
"147","1486.3333333333333"
"148","1454.2857142857142"
"149","1457.8571428571427"
"150","1473.5714285714287"
"151","1434.1428571428573"
"152","1437.1428571428573"
"153","1474.3809523809525"
"154","1438.7619047619044"
"155","1423.8095238095239"
"156","1437.809523809524"
"157","1451.4285714285718"
"158","1440.857142857143"
"159","1427.428571428571"
"160","1449.7619047619048"
"161","1453.4761904761906"
"162","1422.952380952381"
"163","1477.3809523809523"
"164","1404.4285714285716"
"165","1425.9047619047622"
"166","1471.9999999999998"
"167","1463.238095238095"
"168","1443.8095238095236"
"169","1431.190476190476"
"170","1436.3809523809525"
"171","1465.3809523809518"
"172","1477.3333333333335"
"173","1474.4285714285716"
"174","1459.4761904761906"
"175","1431.1428571428573"
"176","1469.2857142857144"
"177","1459.333333333333"
"178","1438.6666666666667"
"179","1457.8095238095236"
"180","1463.2380952380952"
"181","1420.8095238095239"
"182","1441.6190476190475"
"183","1499.7142857142858"
"184","1432.095238095238"
"185","1446.619047619048"
"186","1423.857142857143"
"187","1481.8095238095239"
"188","1442.3809523809523"
"189","1482.4761904761904"
"190","1439.4285714285713"
"191","1453.5238095238096"
"192","1435.5714285714287"
"193","1425.3809523809525"
"194","1676.666666666667"
"195","1801.6666666666667"
"196","1794.1904761904764"
"197","1813.4761904761906"
"198","1824.6666666666667"
"199","1826.857142857143"
"200","1766.0000000000002"
"201","1757.6190476190475"
"202","1826.9999999999998"
"203","1765.142857142857"
"204","1749.6190476190477"
"205","1780.0952380952383"
"206","1799.3809523809523"
"207","1792.8095238095239"
"208","1760.6666666666667"
"209","1783.095238095238"
"210","1802.3333333333335"
"211","1760.0476190476193"
"212","1732.5238095238096"
"213","1783.904761904762"
"214","1768.1904761904764"
"215","1807.5238095238094"
"216","1732.4285714285713"
"217","1792.6666666666665"
"218","1744.3809523809523"
"219","1744.2857142857142"
"220","1777.333333333333"
"221","1736.1904761904764"
"222","1704.952380952381"
"223","1741.5238095238092"
"224","1693.095238095238"
"225","1709.5714285714284"
"226","1711.6666666666667"
"227","1727.1428571428573"
"228","1747.3809523809525"
"229","1712.2857142857147"
"230","1722.142857142857"
"231","1725.0"
"232","1696.952380952381"
"233","1697.571428571429"
"234","1715.3333333333335"
