"S value","Time taken"
"0","103.66666666666666"
"1","77.95238095238093"
"2","71.71428571428572"
"3","67.9047619047619"
"4","67.95238095238093"
"5","68.04761904761905"
"6","66.14285714285714"
"7","65.42857142857143"
"8","73.19047619047618"
"9","66.0"
"10","70.23809523809521"
"11","67.28571428571429"
"12","63.00000000000001"
"13","67.5238095238095"
"14","62.28571428571429"
"15","66.1904761904762"
"16","65.66666666666666"
"17","64.33333333333333"
"18","64.66666666666666"
"19","62.66666666666667"
"20","65.90476190476188"
"21","60.57142857142857"
"22","64.0"
"23","61.76190476190476"
"24","61.14285714285714"
"25","62.666666666666664"
"26","61.80952380952381"
"27","62.1904761904762"
"28","61.38095238095239"
"29","62.28571428571428"
"30","63.61904761904761"
"31","64.38095238095238"
"32","62.42857142857143"
"33","58.285714285714285"
"34","65.14285714285714"
"35","59.38095238095239"
"36","60.33333333333333"
"37","64.33333333333334"
"38","66.61904761904762"
"39","65.71428571428571"
"40","66.61904761904763"
"41","68.0952380952381"
"42","68.85714285714286"
"43","67.47619047619048"
"44","66.52380952380955"
"45","65.23809523809526"
"46","66.61904761904762"
"47","62.47619047619047"
"48","63.52380952380951"
"49","66.38095238095238"
"50","65.47619047619047"
"51","63.0952380952381"
"52","66.38095238095237"
"53","66.66666666666667"
"54","66.61904761904762"
"55","63.52380952380954"
"56","65.23809523809524"
"57","65.76190476190477"
"58","64.9047619047619"
"59","67.71428571428571"
"60","62.90476190476189"
"61","63.61904761904761"
"62","59.76190476190476"
"63","68.6190476190476"
"64","65.47619047619047"
"65","62.38095238095238"
"66","64.33333333333334"
"67","64.23809523809526"
"68","67.14285714285717"
"69","66.38095238095238"
"70","64.57142857142858"
"71","63.71428571428571"
"72","66.57142857142856"
"73","69.04761904761905"
"74","65.66666666666669"
"75","63.61904761904762"
"76","64.19047619047619"
"77","63.0952380952381"
"78","63.285714285714285"
"79","63.999999999999986"
"80","67.57142857142857"
"81","60.38095238095238"
"82","69.85714285714286"
"83","64.71428571428572"
"84","65.42857142857143"
"85","63.952380952380935"
"86","64.09523809523809"
"87","62.90476190476191"
"88","62.57142857142858"
"89","65.99999999999999"
"90","62.761904761904766"
"91","60.80952380952381"
"92","64.61904761904762"
"93","62.09523809523811"
"94","66.33333333333334"
"95","59.285714285714285"
"96","67.90476190476191"
"97","69.66666666666667"
"98","71.80952380952382"
"99","69.38095238095238"
"100","73.14285714285714"
"101","66.19047619047619"
"102","71.9047619047619"
"103","69.28571428571429"
"104","66.14285714285714"
"105","72.57142857142857"
"106","69.9047619047619"
"107","68.57142857142858"
"108","74.6190476190476"
"109","70.19047619047619"
"110","64.57142857142857"
"111","70.80952380952381"
"112","71.47619047619048"
"113","69.71428571428571"
"114","73.33333333333334"
"115","71.85714285714286"
"116","70.0"
"117","74.61904761904763"
"118","66.85714285714286"
"119","70.42857142857143"
"120","73.80952380952381"
"121","71.80952380952381"
"122","66.80952380952382"
"123","71.38095238095238"
"124","70.19047619047619"
"125","69.19047619047618"
"126","72.33333333333333"
"127","72.23809523809524"
"128","69.33333333333333"
"129","74.04761904761904"
"130","74.42857142857143"
"131","72.95238095238096"
"132","69.99999999999999"
"133","74.80952380952382"
"134","73.04761904761905"
"135","71.38095238095237"
"136","68.28571428571429"
"137","76.6190476190476"
"138","78.14285714285715"
"139","71.47619047619047"
"140","72.42857142857144"
"141","75.5238095238095"
"142","70.95238095238095"
"143","67.76190476190477"
"144","70.57142857142857"
"145","71.52380952380952"
"146","72.80952380952382"
"147","71.5238095238095"
"148","67.71428571428571"
"149","68.33333333333334"
"150","74.38095238095238"
"151","76.71428571428571"
"152","74.76190476190476"
"153","71.95238095238095"
"154","73.33333333333333"
"155","72.28571428571429"
"156","69.85714285714286"
"157","72.57142857142858"
"158","77.90476190476188"
"159","71.47619047619047"
"160","78.66666666666669"
"161","71.85714285714286"
"162","74.38095238095238"
"163","79.19047619047619"
"164","74.28571428571428"
"165","78.85714285714286"
"166","75.09523809523812"
"167","75.76190476190477"
"168","74.04761904761902"
"169","75.28571428571429"
"170","74.76190476190477"
"171","75.57142857142858"
"172","74.28571428571429"
"173","76.42857142857142"
"174","70.61904761904762"
"175","81.33333333333334"
"176","75.52380952380953"
"177","75.47619047619047"
"178","72.0"
"179","66.5238095238095"
"180","73.47619047619047"
"181","69.95238095238096"
"182","74.52380952380952"
"183","73.14285714285714"
"184","74.61904761904762"
"185","73.0952380952381"
"186","69.47619047619048"
"187","73.23809523809521"
"188","73.57142857142858"
"189","70.99999999999999"
"190","72.47619047619047"
"191","71.00000000000001"
"192","72.04761904761907"
"193","72.0952380952381"
"194","75.19047619047619"
"195","96.47619047619048"
"196","95.8095238095238"
"197","100.9047619047619"
