"S value","Time taken"
"0","374.2380952380953"
"1","356.19047619047615"
"2","343.7142857142857"
"3","340.66666666666663"
"4","340.7142857142857"
"5","318.42857142857133"
"6","329.4761904761905"
"7","326.6190476190476"
"8","322.85714285714283"
"9","335.3809523809523"
"10","331.04761904761904"
"11","316.76190476190476"
"12","314.7142857142857"
"13","313.90476190476187"
"14","308.6190476190476"
"15","307.3809523809524"
"16","316.00000000000006"
"17","319.1904761904762"
"18","307.23809523809524"
"19","318.4285714285714"
"20","319.047619047619"
"21","311.76190476190476"
"22","312.3809523809524"
"23","324.4285714285714"
"24","307.85714285714283"
"25","303.57142857142856"
"26","296.6190476190476"
"27","302.90476190476187"
"28","294.5238095238096"
"29","305.66666666666663"
"30","315.3333333333333"
"31","305.1428571428571"
"32","287.0952380952381"
"33","301.0952380952382"
"34","306.57142857142856"
"35","308.047619047619"
"36","298.9047619047619"
"37","302.7142857142858"
"38","306.5238095238095"
"39","295.99999999999994"
"40","314.04761904761904"
"41","301.9523809523809"
"42","301.95238095238085"
"43","309.33333333333337"
"44","307.9047619047619"
"45","308.66666666666663"
"46","309.4761904761905"
"47","300.5238095238095"
"48","307.33333333333337"
"49","313.9047619047619"
"50","310.9047619047619"
"51","315.38095238095235"
"52","323.7142857142856"
"53","313.0"
"54","306.5238095238096"
"55","314.6190476190476"
"56","314.0476190476191"
"57","316.85714285714295"
"58","321.3333333333333"
"59","318.42857142857144"
"60","310.952380952381"
"61","313.14285714285717"
"62","322.04761904761904"
"63","310.23809523809524"
"64","310.2380952380952"
"65","315.38095238095235"
"66","308.71428571428567"
"67","323.6190476190476"
"68","324.3333333333333"
"69","317.7142857142858"
"70","315.3333333333333"
"71","325.61904761904765"
"72","325.19047619047615"
"73","305.6666666666667"
"74","320.57142857142856"
"75","325.0952380952381"
"76","319.04761904761904"
"77","309.4761904761905"
"78","314.7619047619048"
"79","307.1428571428571"
"80","323.00000000000006"
"81","306.4285714285715"
"82","314.5238095238095"
"83","308.8095238095238"
"84","312.5714285714286"
"85","311.5714285714286"
"86","319.14285714285717"
"87","313.857142857143"
"88","314.5714285714286"
"89","301.2857142857143"
"90","313.95238095238096"
"91","303.42857142857144"
"92","313.2857142857143"
"93","314.0"
"94","320.5714285714286"
"95","322.85714285714295"
"96","322.80952380952385"
"97","331.85714285714295"
"98","327.9047619047619"
"99","317.6666666666667"
"100","319.8095238095238"
"101","327.2380952380952"
"102","337.95238095238096"
"103","327.33333333333326"
"104","330.1428571428571"
"105","333.8571428571429"
"106","328.23809523809524"
"107","330.3809523809524"
"108","323.3809523809524"
"109","324.3333333333333"
"110","328.8571428571428"
"111","324.38095238095235"
"112","333.2380952380952"
"113","327.33333333333337"
"114","330.1428571428571"
"115","332.4285714285714"
"116","326.0"
"117","328.8571428571428"
"118","342.04761904761904"
"119","327.3809523809524"
"120","340.6666666666667"
"121","324.38095238095235"
"122","335.57142857142856"
"123","332.4285714285714"
"124","327.42857142857144"
"125","325.66666666666663"
"126","320.57142857142856"
"127","337.8095238095238"
"128","325.7142857142858"
"129","335.4761904761905"
"130","322.8095238095238"
"131","328.80952380952385"
"132","326.00000000000006"
"133","324.8571428571429"
"134","329.6666666666667"
"135","319.8095238095238"
"136","333.95238095238096"
"137","333.2380952380953"
"138","316.2857142857142"
"139","328.04761904761904"
"140","331.80952380952385"
"141","327.42857142857144"
"142","336.90476190476187"
"143","333.28571428571433"
"144","346.4761904761904"
"145","329.57142857142856"
"146","341.5238095238095"
"147","333.2380952380952"
"148","335.4761904761905"
"149","341.5238095238095"
"150","331.80952380952374"
"151","348.80952380952374"
"152","314.7619047619048"
"153","334.66666666666663"
"154","334.0476190476191"
"155","324.3809523809523"
"156","328.04761904761904"
"157","334.57142857142867"
"158","316.99999999999994"
"159","325.6666666666667"
"160","334.952380952381"
"161","308.76190476190476"
"162","323.5714285714285"
"163","325.7142857142857"
"164","328.8095238095238"
"165","339.2380952380952"
"166","339.23809523809524"
"167","328.047619047619"
"168","340.0"
"169","335.33333333333337"
"170","334.71428571428567"
"171","331.8095238095238"
"172","330.23809523809524"
"173","327.38095238095235"
"174","324.33333333333337"
"175","328.047619047619"
"176","313.76190476190476"
"177","315.5238095238095"
"178","313.9047619047619"
"179","331.6190476190476"
"180","325.90476190476187"
"181","334.04761904761904"
"182","330.19047619047615"
"183","335.4761904761905"
"184","325.8095238095238"
"185","327.95238095238085"
"186","325.8571428571429"
"187","326.5714285714285"
"188","331.0"
"189","333.9047619047619"
"190","324.42857142857144"
"191","318.3809523809524"
"192","315.33333333333326"
"193","317.66666666666663"
"194","385.38095238095235"
"195","405.47619047619054"
"196","415.66666666666663"
"197","424.14285714285717"
"198","428.33333333333337"
"199","418.95238095238096"
"200","445.61904761904765"
"201","432.85714285714283"
"202","436.57142857142856"
"203","419.6190476190476"
"204","425.3809523809523"
"205","417.4285714285715"
"206","396.4761904761905"
"207","416.5714285714286"
"208","425.57142857142856"
"209","407.5714285714285"
"210","412.19047619047615"
"211","424.61904761904765"
"212","397.28571428571433"
"213","424.8095238095238"
"214","412.0"
"215","411.4761904761905"
"216","409.14285714285717"
"217","400.1428571428571"
"218","406.2380952380953"
"219","406.7619047619047"
"220","406.23809523809524"
"221","392.8095238095238"
"222","401.6190476190476"
"223","416.5714285714285"
"224","422.4761904761904"
"225","408.5238095238096"
"226","406.80952380952374"
"227","407.6190476190476"
"228","394.9047619047619"
"229","427.04761904761904"
"230","412.04761904761904"
"231","401.85714285714295"
"232","399.42857142857144"
"233","401.7619047619048"
"234","396.38095238095235"
"235","387.5238095238096"
"236","392.7142857142857"
"237","394.2857142857143"
"238","404.0476190476191"
"239","407.4761904761905"
"240","406.28571428571433"
"241","412.71428571428567"
"242","400.95238095238096"
"243","391.3809523809524"
"244","408.3333333333333"
"245","401.8095238095238"
"246","403.85714285714283"
"247","395.7142857142858"
"248","396.3809523809524"
"249","407.66666666666663"
