"S value","Time taken"
"0","1007.2380952380953"
"1","923.9047619047619"
"2","928.952380952381"
"3","907.4761904761905"
"4","895.809523809524"
"5","900.8095238095239"
"6","876.2857142857143"
"7","868.0000000000001"
"8","872.6666666666667"
"9","868.7619047619049"
"10","849.4761904761904"
"11","855.4761904761905"
"12","859.047619047619"
"13","880.8571428571428"
"14","849.4761904761905"
"15","830.0952380952382"
"16","827.9523809523811"
"17","845.0000000000001"
"18","827.2380952380955"
"19","839.1904761904763"
"20","824.9047619047619"
"21","834.6190476190476"
"22","848.8571428571428"
"23","842.8095238095241"
"24","842.8095238095239"
"25","838.3333333333333"
"26","836.142857142857"
"27","844.9523809523808"
"28","821.9523809523808"
"29","836.1428571428571"
"30","861.5714285714284"
"31","851.0"
"32","810.9047619047619"
"33","810.8095238095236"
"34","826.5238095238095"
"35","852.3333333333334"
"36","822.8571428571429"
"37","822.0"
"38","819.6666666666666"
"39","823.3809523809524"
"40","827.9047619047619"
"41","824.952380952381"
"42","831.5714285714286"
"43","848.0"
"44","836.7619047619047"
"45","824.2380952380953"
"46","854.8571428571427"
"47","829.2380952380953"
"48","822.8571428571429"
"49","823.3809523809524"
"50","823.4761904761907"
"51","833.8571428571431"
"52","824.9999999999999"
"53","824.2857142857143"
"54","824.952380952381"
"55","829.3333333333333"
"56","816.1428571428572"
"57","835.2380952380951"
"58","821.9047619047619"
"59","846.4285714285714"
"60","834.7619047619047"
"61","850.8571428571428"
"62","842.0952380952381"
"63","856.2857142857143"
"64","836.8095238095237"
"65","851.0476190476192"
"66","844.9047619047619"
"67","821.2857142857143"
"68","853.1904761904763"
"69","838.2857142857142"
"70","840.5714285714286"
"71","847.2857142857142"
"72","838.2380952380953"
"73","852.6190476190477"
"74","836.0952380952381"
"75","861.2857142857144"
"76","842.7619047619048"
"77","830.1904761904763"
"78","834.0476190476189"
"79","831.4285714285714"
"80","848.1428571428572"
"81","832.3809523809524"
"82","836.1428571428571"
"83","842.6666666666667"
"84","820.4285714285713"
"85","845.0952380952381"
"86","850.9047619047619"
"87","839.0476190476188"
"88","836.8095238095239"
"89","846.4761904761905"
"90","858.6190476190476"
"91","851.5714285714284"
"92","847.2857142857144"
"93","850.3333333333334"
"94","848.8095238095239"
"95","835.4285714285714"
"96","829.4761904761905"
"97","842.6190476190477"
"98","830.9523809523808"
"99","834.5238095238095"
"100","825.8095238095237"
"101","833.0"
"102","841.2857142857143"
"103","848.0952380952381"
"104","825.047619047619"
"105","839.1428571428572"
"106","853.952380952381"
"107","842.0000000000001"
"108","866.6190476190477"
"109","843.6190476190476"
"110","836.1904761904761"
"111","835.2857142857143"
"112","845.8571428571428"
"113","850.2380952380952"
"114","840.6190476190476"
"115","827.047619047619"
"116","827.2857142857142"
"117","843.4761904761904"
"118","851.0476190476192"
"119","836.0952380952381"
"120","842.6666666666666"
"121","957.5238095238094"
"122","970.0"
"123","964.8095238095236"
"124","958.857142857143"
"125","974.3809523809522"
"126","948.6190476190477"
"127","959.4761904761905"
"128","953.7142857142858"
"129","953.6666666666669"
"130","965.4285714285716"
"131","962.5238095238094"
"132","952.952380952381"
"133","965.4761904761906"
"134","964.7619047619048"
"135","981.9523809523808"
"136","972.2380952380953"
"137","968.6190476190476"
"138","966.3333333333334"
"139","973.7142857142857"
"140","950.0952380952381"
"141","964.6190476190475"
"142","956.5238095238095"
"143","935.904761904762"
"144","975.1428571428573"
"145","983.5238095238094"
"146","965.5238095238094"
"147","941.8095238095239"
"148","955.952380952381"
"149","958.7142857142857"
"150","954.4285714285713"
"151","953.6666666666667"
