"S value","Time taken"
"0","273.6190476190476"
"1","264.8095238095238"
"2","257.4761904761905"
"3","244.66666666666666"
"4","246.1904761904762"
"5","241.04761904761907"
"6","246.42857142857144"
"7","243.1428571428571"
"8","229.90476190476187"
"9","236.57142857142856"
"10","242.38095238095238"
"11","224.66666666666669"
"12","236.5238095238095"
"13","235.19047619047623"
"14","237.99999999999997"
"15","236.6190476190476"
"16","237.04761904761907"
"17","234.47619047619048"
"18","226.14285714285708"
"19","226.04761904761904"
"20","234.47619047619048"
"21","238.8095238095238"
"22","239.5238095238095"
"23","229.76190476190473"
"24","223.95238095238093"
"25","220.95238095238096"
"26","223.80952380952382"
"27","229.047619047619"
"28","225.4285714285714"
"29","229.19047619047615"
"30","217.9047619047619"
"31","227.57142857142858"
"32","222.52380952380952"
"33","228.3809523809524"
"34","223.9047619047619"
"35","220.85714285714286"
"36","234.38095238095238"
"37","223.14285714285717"
"38","232.1428571428572"
"39","226.2380952380952"
"40","218.61904761904762"
"41","223.1428571428571"
"42","231.28571428571425"
"43","217.28571428571428"
"44","226.1904761904762"
"45","228.38095238095235"
"46","226.00000000000003"
"47","224.61904761904762"
"48","233.04761904761904"
"49","227.52380952380955"
"50","234.28571428571428"
"51","224.71428571428572"
"52","216.42857142857144"
"53","219.38095238095235"
"54","225.4285714285714"
"55","222.42857142857142"
"56","223.14285714285717"
"57","225.33333333333334"
"58","229.85714285714286"
"59","220.23809523809524"
"60","231.23809523809524"
"61","225.61904761904762"
"62","227.47619047619045"
"63","225.42857142857142"
"64","223.80952380952377"
"65","218.85714285714283"
"66","220.14285714285717"
"67","222.52380952380952"
"68","232.85714285714283"
"69","229.09523809523807"
"70","216.4761904761905"
"71","220.85714285714286"
"72","221.6190476190476"
"73","239.61904761904765"
"74","236.52380952380952"
"75","244.09523809523813"
"76","235.00000000000003"
"77","234.38095238095238"
"78","241.66666666666669"
"79","240.90476190476187"
"80","235.04761904761904"
"81","226.2380952380952"
"82","238.76190476190476"
"83","233.61904761904756"
"84","237.1904761904762"
"85","237.47619047619048"
"86","238.76190476190476"
"87","231.1904761904762"
"88","244.09523809523807"
"89","232.76190476190476"
"90","238.0476190476191"
"91","240.3809523809524"
"92","234.19047619047623"
"93","224.7142857142857"
"94","233.57142857142858"
"95","241.57142857142853"
"96","228.52380952380955"
"97","235.04761904761904"
"98","233.57142857142858"
"99","238.04761904761904"
"100","231.33333333333334"
"101","228.47619047619045"
"102","242.33333333333337"
"103","232.23809523809524"
"104","229.7619047619048"
"105","240.2857142857143"
"106","234.1904761904762"
"107","230.71428571428572"
"108","238.76190476190476"
"109","240.28571428571428"
"110","221.57142857142858"
"111","233.57142857142858"
"112","226.28571428571428"
"113","219.38095238095238"
"114","227.66666666666666"
"115","238.0"
"116","232.14285714285717"
"117","230.57142857142858"
"118","222.47619047619045"
"119","232.71428571428572"
"120","226.9523809523809"
"121","235.04761904761904"
"122","235.7619047619048"
"123","228.38095238095235"
"124","230.57142857142856"
"125","225.38095238095238"
"126","224.76190476190476"
"127","234.90476190476193"
"128","233.61904761904762"
"129","222.52380952380958"
"130","224.52380952380952"
"131","225.33333333333334"
"132","229.23809523809527"
"133","226.85714285714283"
"134","243.1904761904762"
"135","227.6190476190476"
"136","229.99999999999997"
"137","238.66666666666669"
"138","232.8095238095238"
"139","224.66666666666669"
