"S value","Time taken"
"0","472.33333333333337"
"1","455.904761904762"
"2","438.95238095238096"
"3","433.0476190476191"
"4","424.76190476190476"
"5","436.57142857142856"
"6","423.28571428571433"
"7","417.2857142857143"
"8","416.6190476190476"
"9","400.19047619047615"
"10","415.04761904761904"
"11","407.71428571428567"
"12","413.6666666666667"
"13","410.5238095238096"
"14","409.19047619047626"
"15","381.6666666666667"
"16","403.0952380952381"
"17","388.14285714285717"
"18","392.0952380952381"
"19","388.14285714285705"
"20","398.0"
"21","395.1428571428571"
"22","399.42857142857144"
"23","406.04761904761904"
"24","402.5714285714286"
"25","401.57142857142856"
"26","399.4761904761905"
"27","397.2380952380952"
"28","398.66666666666663"
"29","395.7142857142857"
"30","384.57142857142856"
"31","394.90476190476187"
"32","389.1428571428571"
"33","389.61904761904765"
"34","392.1428571428571"
"35","389.0476190476191"
"36","387.4761904761904"
"37","378.66666666666663"
"38","380.80952380952374"
"39","390.4761904761905"
"40","389.8571428571428"
"41","386.14285714285717"
"42","383.76190476190476"
"43","396.38095238095235"
"44","392.04761904761904"
"45","391.3809523809523"
"46","392.7142857142857"
"47","399.5714285714286"
"48","378.38095238095235"
"49","385.38095238095235"
"50","394.14285714285717"
"51","406.19047619047615"
"52","378.7142857142858"
"53","387.52380952380946"
"54","376.42857142857144"
"55","388.90476190476187"
"56","401.71428571428567"
"57","389.1428571428571"
"58","383.0952380952381"
"59","382.33333333333326"
"60","397.99999999999994"
"61","411.2380952380953"
"62","410.7142857142857"
"63","411.3809523809524"
"64","418.7142857142857"
"65","418.2380952380953"
"66","411.14285714285717"
"67","416.57142857142856"
"68","403.1904761904761"
"69","405.2857142857143"
"70","398.0952380952382"
"71","396.4761904761905"
"72","402.38095238095235"
"73","418.04761904761904"
"74","407.57142857142856"
"75","399.4761904761905"
"76","405.33333333333337"
"77","417.4285714285714"
"78","423.9047619047618"
"79","399.3809523809524"
"80","412.04761904761904"
"81","403.1904761904762"
"82","397.42857142857144"
"83","409.7142857142858"
"84","408.3809523809524"
"85","424.09523809523813"
"86","401.6190476190476"
"87","404.0476190476191"
"88","405.3809523809524"
"89","426.1428571428571"
"90","414.3333333333333"
"91","403.2380952380953"
"92","403.14285714285717"
"93","400.2857142857143"
"94","408.1904761904762"
"95","411.42857142857144"
"96","411.1904761904762"
