"S value","Number of Comparisons"
"0","1.5231269780952382E8"
"1","1.5231269780952382E8"
"2","1.523124346666667E8"
"3","1.525395483333333E8"
"4","1.525395483333333E8"
"5","1.5270935623809522E8"
"6","1.5445681314285713E8"
"7","1.5445681314285713E8"
"8","1.5445681314285713E8"
"9","1.5445681314285713E8"
"10","1.5445681314285713E8"
"11","1.5445681314285713E8"
"12","1.5608051419047618E8"
"13","1.6153248952380946E8"
"14","1.6153248952380946E8"
"15","1.6153248952380946E8"
"16","1.6153248952380946E8"
"17","1.6153248952380946E8"
"18","1.6153248952380946E8"
"19","1.6153248952380946E8"
"20","1.6153248952380946E8"
"21","1.6153248952380946E8"
"22","1.6153248952380946E8"
"23","1.6153248952380946E8"
"24","1.6153248952380946E8"
"25","1.6153248952380946E8"
"26","1.71093526E8"
"27","1.8020474885714287E8"
"28","1.8020474885714287E8"
"29","1.8020474885714287E8"
"30","1.8020474885714287E8"
"31","1.8020474885714287E8"
"32","1.8020474885714287E8"
"33","1.8020474885714287E8"
"34","1.8020474885714287E8"
"35","1.8020474885714287E8"
"36","1.8020474885714287E8"
"37","1.8020474885714287E8"
"38","1.8020474885714287E8"
"39","1.8020474885714287E8"
"40","1.8020474885714287E8"
"41","1.8020474885714287E8"
"42","1.8020474885714287E8"
"43","1.8020474885714287E8"
"44","1.8020474885714287E8"
"45","1.8020474885714287E8"
"46","1.8020474885714287E8"
"47","1.8020474885714287E8"
"48","1.8020474885714287E8"
"49","1.8020474885714287E8"
"50","1.8020474885714287E8"
"51","1.8020474885714287E8"
"52","1.8020474885714287E8"
"53","1.8294441338095233E8"
"54","2.231189771428572E8"
"55","2.231189771428572E8"
"56","2.231189771428572E8"
"57","2.231189771428572E8"
"58","2.231189771428572E8"
"59","2.231189771428572E8"
"60","2.231189771428572E8"
"61","2.231189771428572E8"
"62","2.231189771428572E8"
"63","2.231189771428572E8"
"64","2.231189771428572E8"
"65","2.231189771428572E8"
"66","2.231189771428572E8"
"67","2.231189771428572E8"
"68","2.231189771428572E8"
"69","2.231189771428572E8"
"70","2.231189771428572E8"
"71","2.231189771428572E8"
"72","2.231189771428572E8"
"73","2.231189771428572E8"
"74","2.231189771428572E8"
"75","2.231189771428572E8"
"76","2.231189771428572E8"
"77","2.231189771428572E8"
"78","2.231189771428572E8"
"79","2.231189771428572E8"
"80","2.231189771428572E8"
"81","2.231189771428572E8"
"82","2.231189771428572E8"
"83","2.231189771428572E8"
"84","2.231189771428572E8"
"85","2.231189771428572E8"
"86","2.231189771428572E8"
"87","2.231189771428572E8"
"88","2.231189771428572E8"
"89","2.231189771428572E8"
"90","2.231189771428572E8"
"91","2.231189771428572E8"
"92","2.231189771428572E8"
"93","2.231189771428572E8"
"94","2.231189771428572E8"
"95","2.231189771428572E8"
"96","2.231189771428572E8"
"97","2.231189771428572E8"
"98","2.231189771428572E8"
"99","2.231189771428572E8"
"100","2.231189771428572E8"
"101","2.231189771428572E8"
"102","2.231189771428572E8"
"103","2.231189771428572E8"
"104","2.231189771428572E8"
"105","2.231189771428572E8"
"106","2.231189771428572E8"
"107","2.231189771428572E8"
"108","2.3511284423809525E8"
"109","3.151833923809523E8"
"110","3.151833923809523E8"
"111","3.151833923809523E8"
"112","3.151833923809523E8"
"113","3.151833923809523E8"
"114","3.151833923809523E8"
"115","3.151833923809523E8"
"116","3.151833923809523E8"
"117","3.151833923809523E8"
"118","3.151833923809523E8"
"119","3.151833923809523E8"
"120","3.151833923809523E8"
"121","3.151833923809523E8"
"122","3.151833923809523E8"
"123","3.151833923809523E8"
"124","3.151833923809523E8"
"125","3.151833923809523E8"
"126","3.151833923809523E8"
"127","3.151833923809523E8"
"128","3.151833923809523E8"
"129","3.151833923809523E8"
"130","3.151833923809523E8"
"131","3.151833923809523E8"
"132","3.151833923809523E8"
"133","3.151833923809523E8"
"134","3.151833923809523E8"
"135","3.151833923809523E8"
"136","3.151833923809523E8"
"137","3.151833923809523E8"
"138","3.151833923809523E8"
"139","3.151833923809523E8"
"140","3.151833923809523E8"
"141","3.151833923809523E8"
"142","3.151833923809523E8"
"143","3.151833923809523E8"
"144","3.151833923809523E8"
"145","3.151833923809523E8"
"146","3.151833923809523E8"
"147","3.151833923809523E8"
"148","3.151833923809523E8"
"149","3.151833923809523E8"
"150","3.151833923809523E8"
"151","3.151833923809523E8"
"152","3.151833923809523E8"
"153","3.151833923809523E8"
"154","3.151833923809523E8"
"155","3.151833923809523E8"
"156","3.151833923809523E8"
"157","3.151833923809523E8"
"158","3.151833923809523E8"
"159","3.151833923809523E8"
"160","3.151833923809523E8"
"161","3.151833923809523E8"
"162","3.151833923809523E8"
"163","3.151833923809523E8"
"164","3.151833923809523E8"
"165","3.151833923809523E8"
"166","3.151833923809523E8"
"167","3.151833923809523E8"
"168","3.151833923809523E8"
"169","3.151833923809523E8"
"170","3.151833923809523E8"
"171","3.151833923809523E8"
"172","3.151833923809523E8"
"173","3.151833923809523E8"
"174","3.151833923809523E8"
"175","3.151833923809523E8"
"176","3.151833923809523E8"
"177","3.151833923809523E8"
"178","3.151833923809523E8"
"179","3.151833923809523E8"
"180","3.151833923809523E8"
"181","3.151833923809523E8"
"182","3.151833923809523E8"
"183","3.151833923809523E8"
"184","3.151833923809523E8"
"185","3.151833923809523E8"
"186","3.151833923809523E8"
"187","3.151833923809523E8"
"188","3.151833923809523E8"
"189","3.151833923809523E8"
"190","3.151833923809523E8"
"191","3.151833923809523E8"
"192","3.151833923809523E8"
"193","3.151833923809523E8"
"194","3.151833923809523E8"
"195","3.151833923809523E8"
"196","3.151833923809523E8"
"197","3.151833923809523E8"
"198","3.151833923809523E8"
"199","3.151833923809523E8"
"200","3.151833923809523E8"
"201","3.151833923809523E8"
"202","3.151833923809523E8"
"203","3.151833923809523E8"
"204","3.151833923809523E8"
"205","3.151833923809523E8"
"206","3.151833923809523E8"
"207","3.151833923809523E8"
"208","3.151833923809523E8"
"209","3.151833923809523E8"
"210","3.151833923809523E8"
"211","3.151833923809523E8"
"212","3.151833923809523E8"
"213","3.151833923809523E8"
"214","3.151833923809523E8"
"215","3.151833923809523E8"
"216","3.151833923809523E8"
"217","3.151833923809523E8"
"218","3.653803778095238E8"
"219","5.059849511904762E8"
"220","5.059849511904762E8"
"221","5.059849511904762E8"
"222","5.059849511904762E8"
"223","5.059849511904762E8"
"224","5.059849511904762E8"
"225","5.059849511904762E8"
"226","5.059849511904762E8"
"227","5.059849511904762E8"
"228","5.059849511904762E8"
"229","5.059849511904762E8"
"230","5.059849511904762E8"
"231","5.059849511904762E8"
"232","5.059849511904762E8"
"233","5.059849511904762E8"
"234","5.059849511904762E8"
"235","5.059849511904762E8"
"236","5.059849511904762E8"
"237","5.059849511904762E8"
"238","5.059849511904762E8"
"239","5.059849511904762E8"
"240","5.059849511904762E8"
"241","5.059849511904762E8"
"242","5.059849511904762E8"
"243","5.059849511904762E8"
"244","5.059849511904762E8"
"245","5.059849511904762E8"
"246","5.059849511904762E8"
"247","5.059849511904762E8"
"248","5.059849511904762E8"
"249","5.059849511904762E8"
