"S value","Number of Comparisons"
"0","1.4330800766666666E8"
"1","1.4330800766666666E8"
"2","1.4330754300000003E8"
"3","1.4343474895238096E8"
"4","1.4343474895238096E8"
"5","1.4409186204761901E8"
"6","1.4507068385714287E8"
"7","1.4507068385714287E8"
"8","1.4507068385714287E8"
"9","1.4507068385714287E8"
"10","1.4507068385714287E8"
"11","1.452173679047619E8"
"12","1.511262795238095E8"
"13","1.511262795238095E8"
"14","1.511262795238095E8"
"15","1.511262795238095E8"
"16","1.511262795238095E8"
"17","1.511262795238095E8"
"18","1.511262795238095E8"
"19","1.511262795238095E8"
"20","1.511262795238095E8"
"21","1.511262795238095E8"
"22","1.511262795238095E8"
"23","1.511262795238095E8"
"24","1.5201016300000003E8"
"25","1.6752389276190478E8"
"26","1.6752389276190478E8"
"27","1.6752389276190478E8"
"28","1.6752389276190478E8"
"29","1.6752389276190478E8"
"30","1.6752389276190478E8"
"31","1.6752389276190478E8"
"32","1.6752389276190478E8"
"33","1.6752389276190478E8"
"34","1.6752389276190478E8"
"35","1.6752389276190478E8"
"36","1.6752389276190478E8"
"37","1.6752389276190478E8"
"38","1.6752389276190478E8"
"39","1.6752389276190478E8"
"40","1.6752389276190478E8"
"41","1.6752389276190478E8"
"42","1.6752389276190478E8"
"43","1.6752389276190478E8"
"44","1.6752389276190478E8"
"45","1.6752389276190478E8"
"46","1.6752389276190478E8"
"47","1.6752389276190478E8"
"48","1.6752389276190478E8"
"49","1.6752389276190478E8"
"50","1.718273765714286E8"
"51","2.0549716180952382E8"
"52","2.0549716180952382E8"
"53","2.0549716180952382E8"
"54","2.0549716180952382E8"
"55","2.0549716180952382E8"
"56","2.0549716180952382E8"
"57","2.0549716180952382E8"
"58","2.0549716180952382E8"
"59","2.0549716180952382E8"
"60","2.0549716180952382E8"
"61","2.0549716180952382E8"
"62","2.0549716180952382E8"
"63","2.0549716180952382E8"
"64","2.0549716180952382E8"
"65","2.0549716180952382E8"
"66","2.0549716180952382E8"
"67","2.0549716180952382E8"
"68","2.0549716180952382E8"
"69","2.0549716180952382E8"
"70","2.0549716180952382E8"
"71","2.0549716180952382E8"
"72","2.0549716180952382E8"
"73","2.0549716180952382E8"
"74","2.0549716180952382E8"
"75","2.0549716180952382E8"
"76","2.0549716180952382E8"
"77","2.0549716180952382E8"
"78","2.0549716180952382E8"
"79","2.0549716180952382E8"
"80","2.0549716180952382E8"
"81","2.0549716180952382E8"
"82","2.0549716180952382E8"
"83","2.0549716180952382E8"
"84","2.0549716180952382E8"
"85","2.0549716180952382E8"
"86","2.0549716180952382E8"
"87","2.0549716180952382E8"
"88","2.0549716180952382E8"
"89","2.0549716180952382E8"
"90","2.0549716180952382E8"
"91","2.0549716180952382E8"
"92","2.0549716180952382E8"
"93","2.0549716180952382E8"
"94","2.0549716180952382E8"
"95","2.0549716180952382E8"
"96","2.0549716180952382E8"
"97","2.0549716180952382E8"
"98","2.0549716180952382E8"
"99","2.0549716180952382E8"
"100","2.0549716180952382E8"
"101","2.0549716180952382E8"
"102","2.2445002304761907E8"
"103","2.872961742857142E8"
"104","2.872961742857142E8"
"105","2.872961742857142E8"
"106","2.872961742857142E8"
"107","2.872961742857142E8"
"108","2.872961742857142E8"
"109","2.872961742857142E8"
"110","2.872961742857142E8"
"111","2.872961742857142E8"
"112","2.872961742857142E8"
"113","2.872961742857142E8"
"114","2.872961742857142E8"
"115","2.872961742857142E8"
"116","2.872961742857142E8"
"117","2.872961742857142E8"
"118","2.872961742857142E8"
"119","2.872961742857142E8"
"120","2.872961742857142E8"
"121","2.872961742857142E8"
"122","2.872961742857142E8"
"123","2.872961742857142E8"
"124","2.872961742857142E8"
"125","2.872961742857142E8"
"126","2.872961742857142E8"
"127","2.872961742857142E8"
"128","2.872961742857142E8"
"129","2.872961742857142E8"
"130","2.872961742857142E8"
"131","2.872961742857142E8"
"132","2.872961742857142E8"
"133","2.872961742857142E8"
"134","2.872961742857142E8"
"135","2.872961742857142E8"
"136","2.872961742857142E8"
"137","2.872961742857142E8"
"138","2.872961742857142E8"
"139","2.872961742857142E8"
"140","2.872961742857142E8"
"141","2.872961742857142E8"
"142","2.872961742857142E8"
"143","2.872961742857142E8"
"144","2.872961742857142E8"
"145","2.872961742857142E8"
"146","2.872961742857142E8"
"147","2.872961742857142E8"
"148","2.872961742857142E8"
"149","2.872961742857142E8"
"150","2.872961742857142E8"
"151","2.872961742857142E8"
"152","2.872961742857142E8"
"153","2.872961742857142E8"
"154","2.872961742857142E8"
"155","2.872961742857142E8"
"156","2.872961742857142E8"
"157","2.872961742857142E8"
"158","2.872961742857142E8"
"159","2.872961742857142E8"
"160","2.872961742857142E8"
"161","2.872961742857142E8"
"162","2.872961742857142E8"
"163","2.872961742857142E8"
"164","2.872961742857142E8"
"165","2.872961742857142E8"
"166","2.872961742857142E8"
"167","2.872961742857142E8"
"168","2.872961742857142E8"
"169","2.872961742857142E8"
"170","2.872961742857142E8"
"171","2.872961742857142E8"
"172","2.872961742857142E8"
"173","2.872961742857142E8"
"174","2.872961742857142E8"
"175","2.872961742857142E8"
"176","2.872961742857142E8"
"177","2.872961742857142E8"
"178","2.872961742857142E8"
"179","2.872961742857142E8"
"180","2.872961742857142E8"
"181","2.872961742857142E8"
"182","2.872961742857142E8"
"183","2.872961742857142E8"
"184","2.872961742857142E8"
"185","2.872961742857142E8"
"186","2.872961742857142E8"
"187","2.872961742857142E8"
"188","2.872961742857142E8"
"189","2.872961742857142E8"
"190","2.872961742857142E8"
"191","2.872961742857142E8"
"192","2.872961742857142E8"
"193","2.872961742857142E8"
"194","2.872961742857142E8"
"195","2.872961742857142E8"
"196","2.872961742857142E8"
"197","2.872961742857142E8"
"198","2.872961742857142E8"
"199","2.872961742857142E8"
"200","2.872961742857142E8"
"201","2.872961742857142E8"
"202","2.872961742857142E8"
"203","2.872961742857142E8"
"204","2.872961742857142E8"
"205","2.872961742857142E8"
"206","3.6682674090476185E8"
"207","4.5715533566666675E8"
"208","4.5715533566666675E8"
"209","4.5715533566666675E8"
"210","4.5715533566666675E8"
"211","4.5715533566666675E8"
"212","4.5715533566666675E8"
"213","4.5715533566666675E8"
"214","4.5715533566666675E8"
"215","4.5715533566666675E8"
"216","4.5715533566666675E8"
"217","4.5715533566666675E8"
"218","4.5715533566666675E8"
"219","4.5715533566666675E8"
"220","4.5715533566666675E8"
"221","4.5715533566666675E8"
