"S value","Number of Comparisons"
"0","1.613362374761905E8"
"1","1.613362374761905E8"
"2","1.613364958095238E8"
"3","1.6166378223809525E8"
"4","1.6166378223809525E8"
"5","1.6166378223809525E8"
"6","1.631808437142857E8"
"7","1.6397396795238096E8"
"8","1.6397396795238096E8"
"9","1.6397396795238096E8"
"10","1.6397396795238096E8"
"11","1.6397396795238096E8"
"12","1.6397396795238096E8"
"13","1.677201473333333E8"
"14","1.7208379752380952E8"
"15","1.7208379752380952E8"
"16","1.7208379752380952E8"
"17","1.7208379752380952E8"
"18","1.7208379752380952E8"
"19","1.7208379752380952E8"
"20","1.7208379752380952E8"
"21","1.7208379752380952E8"
"22","1.7208379752380952E8"
"23","1.7208379752380952E8"
"24","1.7208379752380952E8"
"25","1.7208379752380952E8"
"26","1.7208379752380952E8"
"27","1.7222802161904758E8"
"28","1.9316962590476194E8"
"29","1.9316962590476194E8"
"30","1.9316962590476194E8"
"31","1.9316962590476194E8"
"32","1.9316962590476194E8"
"33","1.9316962590476194E8"
"34","1.9316962590476194E8"
"35","1.9316962590476194E8"
"36","1.9316962590476194E8"
"37","1.9316962590476194E8"
"38","1.9316962590476194E8"
"39","1.9316962590476194E8"
"40","1.9316962590476194E8"
"41","1.9316962590476194E8"
"42","1.9316962590476194E8"
"43","1.9316962590476194E8"
"44","1.9316962590476194E8"
"45","1.9316962590476194E8"
"46","1.9316962590476194E8"
"47","1.9316962590476194E8"
"48","1.9316962590476194E8"
"49","1.9316962590476194E8"
"50","1.9316962590476194E8"
"51","1.9316962590476194E8"
"52","1.9316962590476194E8"
"53","1.9316962590476194E8"
"54","1.9316962590476194E8"
"55","1.9316962590476194E8"
"56","1.938559895238095E8"
"57","2.4134612304761904E8"
"58","2.4134612304761904E8"
"59","2.4134612304761904E8"
"60","2.4134612304761904E8"
"61","2.4134612304761904E8"
"62","2.4134612304761904E8"
"63","2.4134612304761904E8"
"64","2.4134612304761904E8"
"65","2.4134612304761904E8"
"66","2.4134612304761904E8"
"67","2.4134612304761904E8"
"68","2.4134612304761904E8"
"69","2.4134612304761904E8"
"70","2.4134612304761904E8"
"71","2.4134612304761904E8"
"72","2.4134612304761904E8"
"73","2.4134612304761904E8"
"74","2.4134612304761904E8"
"75","2.4134612304761904E8"
"76","2.4134612304761904E8"
"77","2.4134612304761904E8"
"78","2.4134612304761904E8"
"79","2.4134612304761904E8"
"80","2.4134612304761904E8"
"81","2.4134612304761904E8"
"82","2.4134612304761904E8"
"83","2.4134612304761904E8"
"84","2.4134612304761904E8"
"85","2.4134612304761904E8"
"86","2.4134612304761904E8"
"87","2.4134612304761904E8"
"88","2.4134612304761904E8"
"89","2.4134612304761904E8"
"90","2.4134612304761904E8"
"91","2.4134612304761904E8"
"92","2.4134612304761904E8"
"93","2.4134612304761904E8"
"94","2.4134612304761904E8"
"95","2.4134612304761904E8"
"96","2.4134612304761904E8"
"97","2.4134612304761904E8"
"98","2.4134612304761904E8"
"99","2.4134612304761904E8"
"100","2.4134612304761904E8"
"101","2.4134612304761904E8"
"102","2.4134612304761904E8"
"103","2.4134612304761904E8"
"104","2.4134612304761904E8"
"105","2.4134612304761904E8"
"106","2.4134612304761904E8"
"107","2.4134612304761904E8"
"108","2.4134612304761904E8"
"109","2.4134612304761904E8"
"110","2.4134612304761904E8"
"111","2.4134612304761904E8"
"112","2.4134612304761904E8"
"113","2.4134612304761904E8"
"114","2.4433351714285713E8"
"115","3.443152765238095E8"
"116","3.443152765238095E8"
"117","3.443152765238095E8"
"118","3.443152765238095E8"
"119","3.443152765238095E8"
"120","3.443152765238095E8"
"121","3.443152765238095E8"
"122","3.443152765238095E8"
"123","3.443152765238095E8"
"124","3.443152765238095E8"
"125","3.443152765238095E8"
"126","3.443152765238095E8"
"127","3.443152765238095E8"
"128","3.443152765238095E8"
"129","3.443152765238095E8"
"130","3.443152765238095E8"
"131","3.443152765238095E8"
"132","3.443152765238095E8"
"133","3.443152765238095E8"
"134","3.443152765238095E8"
"135","3.443152765238095E8"
"136","3.443152765238095E8"
"137","3.443152765238095E8"
"138","3.443152765238095E8"
"139","3.443152765238095E8"
"140","3.443152765238095E8"
"141","3.443152765238095E8"
"142","3.443152765238095E8"
"143","3.443152765238095E8"
"144","3.443152765238095E8"
"145","3.443152765238095E8"
"146","3.443152765238095E8"
"147","3.443152765238095E8"
"148","3.443152765238095E8"
"149","3.443152765238095E8"
"150","3.443152765238095E8"
"151","3.443152765238095E8"
"152","3.443152765238095E8"
"153","3.443152765238095E8"
"154","3.443152765238095E8"
"155","3.443152765238095E8"
"156","3.443152765238095E8"
"157","3.443152765238095E8"
"158","3.443152765238095E8"
"159","3.443152765238095E8"
"160","3.443152765238095E8"
"161","3.443152765238095E8"
"162","3.443152765238095E8"
"163","3.443152765238095E8"
"164","3.443152765238095E8"
"165","3.443152765238095E8"
"166","3.443152765238095E8"
"167","3.443152765238095E8"
"168","3.443152765238095E8"
"169","3.443152765238095E8"
"170","3.443152765238095E8"
"171","3.443152765238095E8"
"172","3.443152765238095E8"
"173","3.443152765238095E8"
"174","3.443152765238095E8"
"175","3.443152765238095E8"
"176","3.443152765238095E8"
"177","3.443152765238095E8"
"178","3.443152765238095E8"
"179","3.443152765238095E8"
"180","3.443152765238095E8"
"181","3.443152765238095E8"
"182","3.443152765238095E8"
"183","3.443152765238095E8"
"184","3.443152765238095E8"
"185","3.443152765238095E8"
"186","3.443152765238095E8"
"187","3.443152765238095E8"
"188","3.443152765238095E8"
"189","3.443152765238095E8"
"190","3.443152765238095E8"
"191","3.443152765238095E8"
"192","3.443152765238095E8"
"193","3.443152765238095E8"
"194","3.443152765238095E8"
"195","3.443152765238095E8"
"196","3.443152765238095E8"
"197","3.443152765238095E8"
"198","3.443152765238095E8"
"199","3.443152765238095E8"
"200","3.443152765238095E8"
"201","3.443152765238095E8"
"202","3.443152765238095E8"
"203","3.443152765238095E8"
"204","3.443152765238095E8"
"205","3.443152765238095E8"
"206","3.443152765238095E8"
"207","3.443152765238095E8"
"208","3.443152765238095E8"
"209","3.443152765238095E8"
"210","3.443152765238095E8"
"211","3.443152765238095E8"
"212","3.443152765238095E8"
"213","3.443152765238095E8"
"214","3.443152765238095E8"
"215","3.443152765238095E8"
"216","3.443152765238095E8"
"217","3.443152765238095E8"
"218","3.443152765238095E8"
"219","3.443152765238095E8"
"220","3.443152765238095E8"
"221","3.443152765238095E8"
"222","3.443152765238095E8"
"223","3.443152765238095E8"
"224","3.443152765238095E8"
"225","3.443152765238095E8"
"226","3.443152765238095E8"
"227","3.443152765238095E8"
"228","3.443152765238095E8"
"229","3.443152765238095E8"
"230","3.567876623333334E8"
"231","5.57277073E8"
"232","5.57277073E8"
"233","5.57277073E8"
"234","5.57277073E8"
"235","5.57277073E8"
"236","5.57277073E8"
"237","5.57277073E8"
"238","5.57277073E8"
"239","5.57277073E8"
"240","5.57277073E8"
