"S value","Number of Comparisons"
"100","6.107618585714285E7"
"101","6.107618585714285E7"
"102","6.107618585714285E7"
"103","6.107618585714285E7"
"104","6.107618585714285E7"
"105","6.107618585714285E7"
"106","6.107618585714285E7"
"107","6.107618585714285E7"
"108","6.107618585714285E7"
"109","6.107618585714285E7"
"110","6.107618585714285E7"
"111","6.107618585714285E7"
"112","6.107618585714285E7"
"113","6.107618585714285E7"
"114","6.107618585714285E7"
"115","6.107618585714285E7"
"116","6.107618585714285E7"
"117","6.107618585714285E7"
"118","6.107618585714285E7"
"119","6.107618585714285E7"
"120","6.107618585714285E7"
"121","8.625150138095239E7"
"122","8.971533733333333E7"
"123","8.971533733333333E7"
"124","8.971533733333333E7"
"125","8.971533733333333E7"
"126","8.971533733333333E7"
"127","8.971533733333333E7"
"128","8.971533733333333E7"
"129","8.971533733333333E7"
"130","8.971533733333333E7"
"131","8.971533733333333E7"
"132","8.971533733333333E7"
"133","8.971533733333333E7"
"134","8.971533733333333E7"
"135","8.971533733333333E7"
"136","8.971533733333333E7"
"137","8.971533733333333E7"
"138","8.971533733333333E7"
"139","8.971533733333333E7"
"140","8.971533733333333E7"
"141","8.971533733333333E7"
"142","8.971533733333333E7"
"143","8.971533733333333E7"
"144","8.971533733333333E7"
"145","8.971533733333333E7"
"146","8.971533733333333E7"
"147","8.971533733333333E7"
"148","8.971533733333333E7"
"149","8.971533733333333E7"
"150","8.971533733333333E7"
"151","8.971533733333333E7"
"152","8.971533733333333E7"
"153","8.971533733333333E7"
"154","8.971533733333333E7"
"155","8.971533733333333E7"
"156","8.971533733333333E7"
"157","8.971533733333333E7"
"158","8.971533733333333E7"
"159","8.971533733333333E7"
"160","8.971533733333333E7"
"161","8.971533733333333E7"
"162","8.971533733333333E7"
"163","8.971533733333333E7"
"164","8.971533733333333E7"
"165","8.971533733333333E7"
"166","8.971533733333333E7"
"167","8.971533733333333E7"
"168","8.971533733333333E7"
"169","8.971533733333333E7"
"170","8.971533733333333E7"
"171","8.971533733333333E7"
"172","8.971533733333333E7"
"173","8.971533733333333E7"
"174","8.971533733333333E7"
"175","8.971533733333333E7"
"176","8.971533733333333E7"
"177","8.971533733333333E7"
"178","8.971533733333333E7"
"179","8.971533733333333E7"
"180","8.971533733333333E7"
"181","8.971533733333333E7"
"182","8.971533733333333E7"
"183","8.971533733333333E7"
"184","8.971533733333333E7"
"185","8.971533733333333E7"
"186","8.971533733333333E7"
"187","8.971533733333333E7"
"188","8.971533733333333E7"
"189","8.971533733333333E7"
"190","8.971533733333333E7"
"191","8.971533733333333E7"
"192","8.971533733333333E7"
"193","8.971533733333333E7"
"194","8.971533733333333E7"
"195","8.971533733333333E7"
"196","8.971533733333333E7"
"197","8.971533733333333E7"
"198","8.971533733333333E7"
"199","8.971533733333333E7"
"200","8.971533733333333E7"
"201","8.971533733333333E7"
"202","8.971533733333333E7"
"203","8.971533733333333E7"
"204","8.971533733333333E7"
"205","8.971533733333333E7"
"206","8.971533733333333E7"
"207","8.971533733333333E7"
"208","8.971533733333333E7"
"209","8.971533733333333E7"
"210","8.971533733333333E7"
"211","8.971533733333333E7"
"212","8.971533733333333E7"
"213","8.971533733333333E7"
"214","8.971533733333333E7"
"215","8.971533733333333E7"
"216","8.971533733333333E7"
"217","8.971533733333333E7"
"218","8.971533733333333E7"
"219","8.971533733333333E7"
"220","8.971533733333333E7"
"221","8.971533733333333E7"
"222","8.971533733333333E7"
"223","8.971533733333333E7"
"224","8.971533733333333E7"
"225","8.971533733333333E7"
"226","8.971533733333333E7"
"227","8.971533733333333E7"
"228","8.971533733333333E7"
"229","8.971533733333333E7"
"230","8.971533733333333E7"
"231","8.971533733333333E7"
"232","8.971533733333333E7"
"233","8.971533733333333E7"
"234","8.971533733333333E7"
"235","8.971533733333333E7"
"236","8.971533733333333E7"
"237","8.971533733333333E7"
"238","8.971533733333333E7"
"239","8.971533733333333E7"
"240","8.971533733333333E7"
"241","8.971533733333333E7"
"242","8.971533733333333E7"
"243","1.3468695447619045E8"
"244","1.48863514E8"
"245","1.48863514E8"
"246","1.48863514E8"
"247","1.48863514E8"
"248","1.48863514E8"
"249","1.48863514E8"
