"S value","Number of Comparisons"
"0","6812059.047619048"
"1","6812059.047619048"
"2","6812135.809523809"
"3","6814055.523809524"
"4","6814055.523809524"
"5","6884413.476190476"
"6","6899305.714285715"
"7","6899305.714285715"
"8","6899305.714285715"
"9","6899305.714285715"
"10","6899305.714285715"
"11","7137211.761904759"
"12","7227059.904761905"
"13","7227059.904761905"
"14","7227059.904761905"
"15","7227059.904761905"
"16","7227059.904761905"
"17","7227059.904761905"
"18","7227059.904761905"
"19","7227059.904761905"
"20","7227059.904761905"
"21","7227059.904761905"
"22","7227059.904761905"
"23","7679236.19047619"
"24","8123146.0476190485"
"25","8123146.0476190485"
"26","8123146.0476190485"
"27","8123146.0476190485"
"28","8123146.0476190485"
"29","8123146.0476190485"
"30","8123146.0476190485"
"31","8123146.0476190485"
"32","8123146.0476190485"
"33","8123146.0476190485"
"34","8123146.0476190485"
"35","8123146.0476190485"
"36","8123146.0476190485"
"37","8123146.0476190485"
"38","8123146.0476190485"
"39","8123146.0476190485"
"40","8123146.0476190485"
"41","8123146.0476190485"
"42","8123146.0476190485"
"43","8123146.0476190485"
"44","8123146.0476190485"
"45","8123146.0476190485"
"46","8123146.0476190485"
"47","8232729.714285715"
"48","1.0213965952380951E7"
"49","1.0213965952380951E7"
"50","1.0213965952380951E7"
"51","1.0213965952380951E7"
"52","1.0213965952380951E7"
"53","1.0213965952380951E7"
"54","1.0213965952380951E7"
"55","1.0213965952380951E7"
"56","1.0213965952380951E7"
"57","1.0213965952380951E7"
"58","1.0213965952380951E7"
"59","1.0213965952380951E7"
"60","1.0213965952380951E7"
"61","1.0213965952380951E7"
"62","1.0213965952380951E7"
"63","1.0213965952380951E7"
"64","1.0213965952380951E7"
"65","1.0213965952380951E7"
"66","1.0213965952380951E7"
"67","1.0213965952380951E7"
"68","1.0213965952380951E7"
"69","1.0213965952380951E7"
"70","1.0213965952380951E7"
"71","1.0213965952380951E7"
"72","1.0213965952380951E7"
"73","1.0213965952380951E7"
"74","1.0213965952380951E7"
"75","1.0213965952380951E7"
"76","1.0213965952380951E7"
"77","1.0213965952380951E7"
"78","1.0213965952380951E7"
"79","1.0213965952380951E7"
"80","1.0213965952380951E7"
"81","1.0213965952380951E7"
"82","1.0213965952380951E7"
"83","1.0213965952380951E7"
"84","1.0213965952380951E7"
"85","1.0213965952380951E7"
"86","1.0213965952380951E7"
"87","1.0213965952380951E7"
"88","1.0213965952380951E7"
"89","1.0213965952380951E7"
"90","1.0213965952380951E7"
"91","1.0213965952380951E7"
"92","1.0213965952380951E7"
"93","1.0213965952380951E7"
"94","1.0213965952380951E7"
"95","1.0213965952380951E7"
"96","1.0700796E7"
"97","1.474065457142857E7"
