"S value","Number of Comparisons"
"130","1.4547760085714284E8"
"131","1.4547760085714284E8"
"132","1.4547760085714284E8"
"133","1.9441774666666666E8"
"134","2.1514680028571424E8"
"135","2.1514680028571424E8"
"136","2.1514680028571424E8"
"137","2.1514680028571424E8"
"138","2.1514680028571424E8"
"139","2.1514680028571424E8"
"140","2.1514680028571424E8"
"141","2.1514680028571424E8"
"142","2.1514680028571424E8"
"143","2.1514680028571424E8"
"144","2.1514680028571424E8"
"145","2.1514680028571424E8"
"146","2.1514680028571424E8"
"147","2.1514680028571424E8"
"148","2.1514680028571424E8"
"149","2.1514680028571424E8"
"150","2.1514680028571424E8"
"151","2.1514680028571424E8"
"152","2.1514680028571424E8"
"153","2.1514680028571424E8"
"154","2.1514680028571424E8"
"155","2.1514680028571424E8"
"156","2.1514680028571424E8"
"157","2.1514680028571424E8"
"158","2.1514680028571424E8"
"159","2.1514680028571424E8"
"160","2.1514680028571424E8"
"161","2.1514680028571424E8"
"162","2.1514680028571424E8"
"163","2.1514680028571424E8"
"164","2.1514680028571424E8"
"165","2.1514680028571424E8"
"166","2.1514680028571424E8"
"167","2.1514680028571424E8"
"168","2.1514680028571424E8"
"169","2.1514680028571424E8"
"170","2.1514680028571424E8"
"171","2.1514680028571424E8"
"172","2.1514680028571424E8"
"173","2.1514680028571424E8"
"174","2.1514680028571424E8"
"175","2.1514680028571424E8"
"176","2.1514680028571424E8"
"177","2.1514680028571424E8"
"178","2.1514680028571424E8"
"179","2.1514680028571424E8"
"180","2.1514680028571424E8"
"181","2.1514680028571424E8"
"182","2.1514680028571424E8"
"183","2.1514680028571424E8"
"184","2.1514680028571424E8"
"185","2.1514680028571424E8"
"186","2.1514680028571424E8"
"187","2.1514680028571424E8"
"188","2.1514680028571424E8"
"189","2.1514680028571424E8"
"190","2.1514680028571424E8"
"191","2.1514680028571424E8"
"192","2.1514680028571424E8"
"193","2.1514680028571424E8"
"194","2.1514680028571424E8"
"195","2.1514680028571424E8"
"196","2.1514680028571424E8"
"197","2.1514680028571424E8"
"198","2.1514680028571424E8"
"199","2.1514680028571424E8"
"200","2.1514680028571424E8"
"201","2.1514680028571424E8"
"202","2.1514680028571424E8"
"203","2.1514680028571424E8"
"204","2.1514680028571424E8"
"205","2.1514680028571424E8"
"206","2.1514680028571424E8"
"207","2.1514680028571424E8"
"208","2.1514680028571424E8"
"209","2.1514680028571424E8"
"210","2.1514680028571424E8"
"211","2.1514680028571424E8"
"212","2.1514680028571424E8"
"213","2.1514680028571424E8"
"214","2.1514680028571424E8"
"215","2.1514680028571424E8"
"216","2.1514680028571424E8"
"217","2.1514680028571424E8"
"218","2.1514680028571424E8"
"219","2.1514680028571424E8"
"220","2.1514680028571424E8"
"221","2.1514680028571424E8"
"222","2.1514680028571424E8"
"223","2.1514680028571424E8"
"224","2.1514680028571424E8"
"225","2.1514680028571424E8"
"226","2.1514680028571424E8"
"227","2.1514680028571424E8"
"228","2.1514680028571424E8"
"229","2.1514680028571424E8"
"230","2.1514680028571424E8"
"231","2.1514680028571424E8"
"232","2.1514680028571424E8"
"233","2.1514680028571424E8"
"234","2.1514680028571424E8"
"235","2.1514680028571424E8"
"236","2.1514680028571424E8"
"237","2.1514680028571424E8"
"238","2.1514680028571424E8"
"239","2.1514680028571424E8"
"240","2.1514680028571424E8"
"241","2.1514680028571424E8"
"242","2.1514680028571424E8"
"243","2.1514680028571424E8"
"244","2.1514680028571424E8"
"245","2.1514680028571424E8"
"246","2.1514680028571424E8"
"247","2.1514680028571424E8"
"248","2.1514680028571424E8"
"249","2.1514680028571424E8"
